Team,Medal
Belgium,Gold
Belgium,Gold
Portugal,Bronze
Canada,Bronze
France,Bronze
Belgium,Bronze
Belgium,Bronze
Belgium,Bronze
Belgium,Silver
Belgium,Silver
Italy,Bronze
Netherlands,Bronze
France-1,Bronze
Netherlands,Gold
Netherlands,Gold
Netherlands,Silver
Netherlands,Silver
Portugal,Bronze
Brazil,Bronze
Brazil,Bronze
Brazil,Bronze
Portugal,Bronze
Argentina,Bronze
Italy-1,Gold
Italy-1,Gold
Belgium,Bronze
Spain,Silver
Italy,Silver
Italy,Gold
Lerina,Gold
Lerina,Silver
Lerina,Gold
Lerina,Silver
Lerina,Gold
Lerina,Silver
Italy,Bronze
France,Bronze
Great Britain,Gold
Great Britain,Silver
Netherlands,Silver
Netherlands,Gold
Belgium,Silver
Netherlands,Bronze
Italy,Bronze
Italy,Gold
Netherlands,Bronze
Netherlands,Gold
Netherlands,Bronze
France,Silver
Italy,Bronze
India,Gold
Venilia,Bronze
Great Britain,Silver
United States,Gold
United States,Gold
United States,Gold
Italy,Silver
Netherlands,Silver
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
Netherlands,Bronze
Netherlands,Silver
Netherlands,Silver
Belgium,Silver
Netherlands,Bronze
Australia,Gold
Australia,Bronze
Australia,Bronze
Italy,Silver
Italy,Silver
Italy,Gold
Italy-1,Silver
Netherlands,Bronze
United States,Bronze
Canada,Silver
United States,Silver
Australia,Bronze
Great Britain,Gold
United States,Gold
United States,Silver
Great Britain,Gold
Great Britain,Bronze
Cornwall,Silver
United States,Bronze
United States,Gold
Australia,Bronze
Australia,Silver
Great Britain,Silver
Australia,Bronze
Yugoslavia,Bronze
Yugoslavia,Silver
Belarus,Bronze
France,Silver
France,Bronze
East Germany,Bronze
Slovenia,Gold
Slovenia,Bronze
Slovenia,Bronze
Belgium,Bronze
France,Gold
France,Bronze
France,Bronze
Belgium,Gold
France,Gold
France,Gold
Quand-Mme-2,Silver
East Germany,Gold
East Germany,Gold
United States,Silver
East Germany,Silver
France,Silver
France,Gold
United States,Gold
United States,Silver
France,Gold
France,Gold
United States/France,Silver
France,Gold
France,Gold
France,Gold
France-3,Gold
France-3,Bronze
France,Bronze
United States,Gold
Germany,Gold
United States,Silver
Switzerland,Gold
Ethiopia,Gold
Ethiopia,Bronze
Ethiopia,Gold
Spain,Gold
Spain,Gold
Spain,Silver
Canada,Silver
France,Bronze
United States,Bronze
France,Bronze
France,Gold
France,Bronze
Great Britain,Gold
United States,Bronze
United States,Gold
Sweden,Gold
France,Gold
Bonzo,Silver
United States,Gold
Soviet Union,Gold
Belgium,Bronze
Italy,Silver
United States,Bronze
West Germany,Silver
Netherlands,Bronze
Czechoslovakia,Silver
Netherlands,Silver
Netherlands,Silver
Netherlands,Bronze
Netherlands,Gold
Netherlands,Silver
Netherlands,Bronze
Italy,Silver
Italy,Silver
Spain,Bronze
Italy,Silver
Italy,Bronze
Italy,Bronze
Argentina,Bronze
Argentina,Silver
Spain,Silver
Tango,Silver
France,Bronze
Canada,Gold
Australia,Silver
United States,Silver
Australia,Silver
Ireland,Gold
France,Gold
Belgium,Gold
France,Bronze
Netherlands,Bronze
France,Gold
Bulgaria,Bronze
Bulgaria,Gold
Bulgaria,Silver
Belgium,Silver
Belgium,Gold
Belgium,Gold
France,Silver
France,Bronze
France,Bronze
Canada,Gold
Belgium,Bronze
Belgium,Bronze
Argentina,Gold
Argentina,Bronze
Italy,Gold
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Gold
Italy,Silver
Argentina,Gold
Brazil,Bronze
Cuba,Gold
Argentina,Silver
Portugal,Bronze
Mexico,Gold
Hungary,Silver
Netherlands,Silver
Yugoslavia,Silver
Yugoslavia,Gold
Cuba,Bronze
Italy,Gold
Netherlands,Bronze
Netherlands,Gold
United States,Bronze
Italy,Silver
United States,Gold
United States,Bronze
United States,Bronze
Netherlands,Gold
Netherlands,Gold
Netherlands,Silver
Germany,Bronze
Hungary,Gold
United States,Bronze
United States,Gold
Germany,Bronze
France,Silver
Belgium,Silver
France,Gold
Belgium,Gold
Belgium,Silver
France,Silver
France,Bronze
France,Silver
France,Bronze
Japan,Bronze
France,Bronze
France,Bronze
France,Silver
United States,Bronze
Uruguay,Bronze
Uruguay,Bronze
United States,Bronze
France,Silver
Poland,Bronze
Russia,Silver
Russia,Silver
Russia,Silver
Hungary,Silver
Ukraine,Gold
Russia,Silver
Russia,Gold
Russia,Silver
Russia,Gold
Soviet Union,Gold
Canada,Silver
United States,Silver
Argentina,Bronze
Argentina,Silver
Turkey,Gold
Bulgaria,Silver
Turkey,Bronze
Soviet Union,Silver
West Germany,Bronze
United States,Gold
United States,Silver
France,Bronze
Great Britain,Bronze
Great Britain,Silver
Great Britain,Silver
United States,Silver
Azerbaijan,Silver
Soviet Union,Silver
Unified Team,Bronze
Netherlands,Gold
Netherlands,Silver
Netherlands,Silver
Netherlands,Gold
Belgium,Silver
Australia,Bronze
Soviet Union,Silver
France,Gold
China,Gold
China,Gold
China,Bronze
China,Gold
China,Gold
China-2,Gold
China,Gold
China-1,Gold
Netherlands,Bronze
Russia,Bronze
Russia,Silver
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Silver
Russia,Silver
United States,Silver
Australia,Silver
Australia,Gold
Australia,Silver
Great Britain,Gold
Great Britain,Silver
Australia,Bronze
Italy,Bronze
United States,Silver
United States,Gold
Soviet Union,Bronze
Great Britain,Bronze
Great Britain,Gold
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
France,Silver
Yugoslavia,Bronze
Yugoslavia,Bronze
United States,Silver
Russia,Silver
Russia,Gold
Netherlands,Silver
Netherlands,Silver
Soviet Union,Bronze
Soviet Union,Gold
Netherlands,Silver
Bulgaria,Silver
United States,Gold
United States,Bronze
United States,Gold
Romania,Bronze
Romania,Bronze
Unified Team,Bronze
France,Bronze
France,Silver
Great Britain,Silver
United States,Bronze
Great Britain,Bronze
India,Gold
United States,Silver
United States,Gold
United States,Gold
Canada,Gold
France,Gold
United States,Silver
Great Britain,Bronze
Cuba,Silver
Cuba,Bronze
Canada,Silver
Canada,Silver
France,Gold
Yugoslavia,Bronze
France,Bronze
France,Gold
Haiti,Bronze
Hungary,Bronze
Hungary,Bronze
France,Gold
Italy,Bronze
Italy,Bronze
France,Silver
United States,Gold
Germany,Bronze
Germany,Silver
Soviet Union,Bronze
Paraguay,Silver
United States,Gold
France,Bronze
France,Gold
United States,Gold
Yugoslavia,Bronze
United States,Gold
United States,Gold
United States,Gold
Greece,Silver
Greece,Bronze
United States,Bronze
Australia,Silver
Australia,Gold
Australia,Gold
Australia,Bronze
Venezuela,Bronze
Great Britain,Gold
Italy,Silver
Belarus,Silver
Soviet Union,Gold
Soviet Union,Silver
Australia,Bronze
Belgium,Silver
Belgium,Silver
Canada,Silver
United States,Silver
Poland,Gold
Poland,Silver
Italy,Silver
Canada,Gold
Canada,Silver
Belgium,Bronze
France,Bronze
France,Gold
Italy,Bronze
Italy,Silver
Italy,Silver
Italy,Bronze
Italy,Bronze
Italy,Bronze
Italy,Silver
Italy,Silver
Italy,Gold
Italy,Bronze
Italy,Bronze
Italy,Bronze
Italy,Silver
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Silver
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Bronze
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Silver
Italy,Bronze
Italy,Bronze
South Africa,Bronze
Italy,Bronze
Italy,Gold
Italy,Bronze
Italy,Gold
Italy,Gold
Italy,Silver
Italy,Bronze
Argentina,Bronze
Argentina,Gold
Italy,Gold
Italy,Silver
France,Silver
France,Bronze
Italy,Bronze
Italy,Gold
Italy,Silver
Italy,Bronze
Italy,Silver
Italy,Gold
Senegal,Silver
Romania,Silver
Greece,Bronze
Great Britain,Bronze
Australia,Gold
Australia,Gold
Brazil,Bronze
Dominican Republic,Gold
Cuba,Gold
Philippines,Silver
Cuba,Gold
Cuba,Gold
Argentina,Silver
Paraguay,Silver
Cuba,Silver
Argentina,Silver
Romania,Gold
Romania,Bronze
Romania,Bronze
Romania,Silver
Ethiopia,Silver
Ethiopia,Silver
Ethiopia,Bronze
Ethiopia,Bronze
Ethiopia,Gold
Ethiopia,Gold
Ethiopia,Bronze
Ethiopia,Gold
Ethiopia,Bronze
Denmark,Gold
Italy,Silver
Italy,Silver
Italy,Gold
Italy,Gold
Italy,Gold
Germany,Gold
United States,Gold
United States,Silver
Great Britain,Bronze
Great Britain,Bronze
Germany,Silver
United States,Gold
United States,Bronze
New Zealand,Gold
New Zealand,Gold
New Zealand,Bronze
Canada,Gold
Australia,Bronze
Australia,Bronze
Australia,Bronze
Australia,Silver
Romania,Bronze
Brazil,Bronze
Soviet Union,Gold
Norway,Silver
United States,Gold
United States,Silver
United States,Gold
Canada,Silver
Soviet Union,Silver
Lithuania,Bronze
United States,Gold
United States,Gold
Brazil,Bronze
United States,Bronze
Australia,Bronze
Australia,Bronze
Switzerland-1,Gold
Netherlands,Bronze
Belgium,Bronze
East Germany,Bronze
East Germany,Silver
East Germany,Gold
East Germany,Silver
East Germany,Gold
West Germany,Gold
West Germany,Gold
East Germany,Silver
East Germany,Gold
East Germany,Silver
East Germany,Gold
Canada,Bronze
Austria,Silver
Switzerland,Bronze
East Germany,Bronze
Switzerland,Silver
Germany,Silver
Germany,Silver
Germany,Gold
Germany,Bronze
West Germany,Bronze
Switzerland,Bronze
United States,Gold
United States,Gold
Germany,Gold
Germany,Silver
Germany,Silver
Germany,Silver
Bulgaria,Bronze
France,Silver
Switzerland,Gold
Switzerland,Silver
Switzerland,Bronze
New Zealand,Bronze
Norway,Silver
Netherlands,Silver
Netherlands,Gold
Netherlands,Gold
Kazakhstan,Silver
Australia,Silver
Australia,Bronze
Australia,Bronze
Switzerland,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Gold
United States,Silver
United States,Bronze
Canada,Gold
France,Gold
France,Silver
France,Gold
Bulgaria,Bronze
Bulgaria,Silver
Greece,Gold
Greece,Gold
Greece,Gold
Greece,Bronze
United States,Gold
Lithuania,Bronze
Greece,Gold
Bulgaria,Silver
Bulgaria,Bronze
Bulgaria,Silver
Bulgaria,Silver
Bulgaria,Silver
Bulgaria,Silver
Bulgaria,Bronze
Bulgaria,Bronze
East Germany,Bronze
France,Gold
Italy,Gold
Spain,Bronze
Spain,Silver
France,Gold
France,Gold
Romania,Bronze
Canada,Bronze
Great Britain,Gold
Russia,Bronze
China,Bronze
China,Gold
China,Silver
China,Gold
China,Gold
China,Gold
China,Gold
United States,Bronze
Romania,Gold
United States,Silver
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Bronze
Canada,Bronze
France,Silver
France,Silver
United States,Gold
United States,Gold
United States,Bronze
United States,Silver
United States,Silver
Netherlands,Gold
Netherlands,Silver
United States,Bronze
United States,Gold
Germany,Silver
Germany,Bronze
Germany,Silver
Germany,Silver
Germany,Bronze
Germany,Gold
Germany,Silver
Germany,Gold
Germany,Bronze
Great Britain,Bronze
United States,Silver
Germany,Bronze
United States,Bronze
Belgium,Bronze
Romania,Gold
Silja,Silver
Silja,Silver
East Germany,Bronze
Germany,Gold
Finland,Bronze
Germany,Gold
Germany,Bronze
Germany,Gold
Germany,Gold
Germany,Silver
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Gold
Soviet Union,Bronze
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Silver
Yugoslavia,Silver
Serbia and Montenegro,Silver
Czechoslovakia,Silver
Italy,Silver
United States,Bronze
United States,Bronze
Great Britain,Silver
United States,Bronze
United States,Gold
United States,Gold
United States,Silver
Canada,Gold
United States,Gold
United States,Bronze
New Zealand,Bronze
Great Britain,Bronze
Argentina,Bronze
France,Silver
Yugoslavia,Gold
Poland,Silver
Russia-2,Silver
Russia-1,Gold
Russia,Bronze
Soviet Union,Gold
Soviet Union,Silver
Russia,Gold
Russia,Silver
Russia,Silver
Soviet Union,Bronze
France,Bronze
France,Silver
France,Gold
France,Gold
France,Gold
France,Gold
France,Silver
Australia,Bronze
Italy,Bronze
Italy,Silver
Belgium,Silver
Portugal,Bronze
Australia,Bronze
United States,Bronze
West Germany,Bronze
East Germany,Gold
East Germany,Gold
Czechoslovakia,Silver
Germany,Silver
Soviet Union,Gold
Soviet Union,Bronze
Unified Team,Gold
Unified Team,Gold
Russia,Silver
Russia,Bronze
United States,Bronze
Romania,Silver
Romania,Silver
Romania,Silver
Romania,Silver
Bulgaria,Bronze
Bulgaria,Silver
Bulgaria,Gold
Bulgaria,Gold
Romania,Bronze
Russia,Silver
Russia,Bronze
Poland,Bronze
Ukraine,Gold
Australia,Gold
Croatia,Gold
New Zealand,Silver
New Zealand,Bronze
Belgium,Silver
Great Britain,Silver
Great Britain,Gold
Brazil,Bronze
Brazil,Bronze
United States-2,Silver
Great Britain,Bronze
Great Britain,Gold
France,Bronze
Sweden,Silver
United States-1,Bronze
Australia,Bronze
United States,Gold
United States,Gold
United States-1,Silver
United States,Silver
East Germany,Gold
Australia,Bronze
United States,Gold
Turkey,Silver
Romania,Bronze
Germany,Gold
Turkey,Gold
United States,Bronze
Great Britain,Gold
United States/Great Britain,Bronze
Great Britain,Bronze
Great Britain,Gold
Belgium,Silver
East Germany,Gold
East Germany,Gold
United States,Silver
Nigeria,Bronze
Czech Republic,Gold
Czech Republic,Gold
Uzbekistan,Gold
United States,Gold
United States,Silver
United States,Gold
Czechoslovakia,Bronze
United States,Gold
Czechoslovakia,Silver
United States,Silver
United States,Gold
Russia,Silver
Soviet Union,Silver
Soviet Union,Gold
Soviet Union,Bronze
Soviet Union,Bronze
Soviet Union,Silver
Romania,Bronze
Romania,Bronze
Germany,Bronze
Austria,Bronze
Austria,Bronze
Netherlands,Gold
Romania,Silver
France,Bronze
Canada,Bronze
Soviet Union,Silver
Australia,Silver
Soviet Union,Bronze
East Germany,Bronze
East Germany,Silver
Hungary,Gold
East Germany,Gold
Cuba,Bronze
Italy,Gold
Italy,Gold
Italy,Gold
West Germany,Gold
Brazil,Silver
Spain,Silver
Croatia,Gold
Russia-1,Bronze
Fiji,Gold
Hungary,Silver
Hungary,Gold
Hungary,Silver
Hungary,Bronze
Hungary,Gold
Hungary,Bronze
Germany,Bronze
Belarus,Bronze
Belarus,Gold
Belarus,Gold
Belarus,Gold
Italy,Bronze
Italy,Gold
United States,Gold
United States,Silver
United States,Bronze
Hungary,Bronze
Germany,Bronze
Italy,Bronze
Soviet Union,Silver
Italy,Silver
Romania,Bronze
Bulgaria,Silver
China,Bronze
China,Bronze
China,Gold
China,Silver
China,Silver
China,Silver
China,Silver
Russia,Bronze
United States,Silver
Bulgaria,Gold
Bulgaria,Bronze
United States,Gold
Devon and Somerset Wanderers,Gold
United States,Gold
Canada,Bronze
Belgium,Silver
Belgium,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Silver
Mignon-3,Bronze
United States,Silver
United States,Gold
United States,Gold
Russia,Gold
Hungary,Bronze
Hungary,Gold
United States,Gold
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Netherlands,Bronze
Poland,Silver
Poland,Bronze
Czech Republic,Gold
West Germany,Silver
West Germany,Silver
Spain,Gold
Greece,Bronze
Germany,Bronze
Italy,Gold
Spain,Gold
Spain,Gold
Spain,Gold
France,Gold
Austria,Silver
Austria,Gold
Austria,Gold
Austria,Gold
France,Gold
France,Bronze
France,Silver
Italy,Gold
Greece,Bronze
Greece,Silver
Mongolia,Bronze
Mongolia,Bronze
Mongolia,Bronze
Germany,Bronze
Mongolia,Silver
Australia,Gold
United States,Silver
East Germany,Gold
Yugoslavia,Silver
Russia,Bronze
Russia,Silver
Romania,Bronze
Romania,Bronze
Soviet Union,Silver
Soviet Union,Gold
Germany,Gold
East Germany,Bronze
Germany,Silver
Angelita,Gold
United States,Silver
Mexico,Gold
Brazil,Bronze
Japan,Gold
Ghana,Bronze
Germany,Gold
Czech Republic,Bronze
Czech Republic,Silver
Czech Republic,Bronze
Nigeria,Gold
Ukraine,Silver
Australia,Gold
Hungary,Gold
Hungary,Gold
Hungary,Gold
Hungary,Silver
Hungary,Bronze
Hungary,Silver
Czechoslovakia,Bronze
United States,Silver
Canada,Gold
Canada,Gold
Brazil,Gold
Australia,Silver
Gallant,Silver
United States,Gold
United States,Gold
United States,Gold
Uruguay,Bronze
United States,Bronze
Canada,Silver
Great Britain,Gold
Great Britain,Gold
Great Britain,Bronze
Brazil,Gold
France,Bronze
France,Gold
France,Gold
Great Britain,Gold
United States,Bronze
United States,Bronze
United States,Bronze
United States,Bronze
Belarus,Bronze
Unified Team,Gold
Soviet Union,Silver
Ukraine,Gold
Slovenia,Bronze
Canada,Gold
Great Britain,Silver
Canada,Bronze
Great Britain,Bronze
United States,Silver
United States,Silver
United States,Bronze
United States,Silver
United States,Gold
United States,Gold
Australia,Bronze
Poland,Silver
Montenegro,Silver
Serbia,Bronze
Serbia and Montenegro,Silver
Russia,Silver
Russia,Bronze
United States,Bronze
Poland,Bronze
Romania,Silver
Romania,Bronze
Croatia,Silver
United States,Gold
Romania,Bronze
Romania,Bronze
Romania,Silver
Romania,Bronze
Germany,Silver
Germany,Silver
Romania,Gold
Sweden,Silver
France,Bronze
France,Bronze
France,Silver
Great Britain,Bronze
United States,Gold
United States,Gold
United States,Gold
United States,Silver
United States,Gold
East Germany,Bronze
East Germany,Bronze
East Germany,Silver
Germany,Gold
Germany,Gold
France,Bronze
Australia,Silver
Australia,Bronze
Australia,Bronze
East Germany,Silver
East Germany,Gold
East Germany,Bronze
East Germany,Gold
Latvia-1,Silver
Italy,Bronze
Denmark,Silver
United States,Gold
United States,Gold
Germany,Silver
United States,Gold
Soviet Union,Gold
Russia,Bronze
Poland,Bronze
Germany,Bronze
Germany,Bronze
Austria,Bronze
United States,Gold
South Africa,Gold
United States,Bronze
France,Bronze
France,Bronze
United States,Gold
Germany,Silver
Netherlands,Bronze
Netherlands,Silver
Romania,Gold
Greece,Bronze
Yugoslavia,Silver
Czechoslovakia,Silver
United States,Silver
East Germany,Bronze
East Germany,Silver
Poland,Bronze
Canada,Gold
Canada,Bronze
Canada,Silver
Canada,Silver
France,Bronze
Netherlands,Silver
West Germany,Gold
Germany,Silver
United States,Bronze
Netherlands,Bronze
Canada,Bronze
Canada,Gold
Soviet Union,Gold
Belgium,Silver
West Germany,Silver
Great Britain,Silver
United States,Silver
United States,Gold
Romania,Bronze
United States,Silver
United States,Silver
United States,Silver
United States,Silver
Great Britain,Bronze
France,Silver
France,Gold
Germany,Bronze
United States,Gold
New Zealand,Bronze
New Zealand,Gold
New Zealand,Gold
Soviet Union,Bronze
Unified Team,Bronze
China-1,Gold
China,Gold
China,Gold
China,Silver
China,Bronze
France,Bronze
United States,Silver
Spain,Bronze
Spain,Bronze
China,Bronze
Netherlands,Gold
United States,Bronze
France,Silver
Belgium,Bronze
Belgium,Bronze
France,Bronze
France,Bronze
France,Bronze
Nina Claire-2,Bronze
Germany,Bronze
Belarus,Silver
Soviet Union,Gold
Belgium,Bronze
France,Silver
France,Bronze
Canada,Gold
France-1,Silver
France-1,Silver
Czechoslovakia,Gold
Czechoslovakia,Silver
East Germany,Bronze
Canada,Gold
Germany,Bronze
France,Bronze
France,Silver
France,Gold
France,Gold
France,Silver
France,Gold
France,Silver
France,Silver
Hungary,Bronze
Hungary,Bronze
United States,Bronze
Bulgaria,Bronze
Soviet Union,Bronze
Russia,Gold
United States,Gold
Poland,Silver
Denmark,Silver
Denmark,Silver
Sweden,Gold
Cuba,Silver
United States,Gold
United States,Bronze
United States,Bronze
United States,Bronze
Australia,Bronze
Great Britain,Silver
Germany,Gold
France,Silver
France,Silver
Switzerland,Bronze
Canada,Silver
Canada,Gold
Mongolia,Bronze
Great Britain,Bronze
Canada,Bronze
Argentina,Gold
United States,Silver
United States,Silver
Russia,Silver
United States,Bronze
Canada,Silver
East Germany,Gold
Germany,Silver
Great Britain,Gold
Great Britain,Gold
Great Britain,Gold
Great Britain,Silver
France,Gold
France,Bronze
Austria,Gold
Bulgaria,Silver
Latvia,Silver
Latvia,Silver
Soviet Union,Silver
France,Bronze
United States,Silver
United States,Bronze
Romania,Bronze
United States,Gold
Soviet Union,Bronze
Soviet Union,Silver
France,Silver
Romania,Gold
Romania,Bronze
Romania,Silver
Romania,Gold
Romania,Silver
Romania,Bronze
Romania,Gold
Romania,Gold
Romania,Silver
Romania,Bronze
Romania,Bronze
Romania,Silver
Romania,Bronze
Romania,Bronze
France,Silver
France,Gold
Netherlands,Silver
Hungary,Gold
Hungary,Silver
Hungary,Silver
Hungary,Bronze
Hungary,Gold
Switzerland,Silver
Bulgaria,Silver
Russia,Bronze
United States,Gold
Romania,Silver
United States,Bronze
United States,Bronze
Canada,Gold
Germany,Bronze
East Germany,Gold
Poland,Silver
Bulgaria,Silver
Brazil,Silver
United States,Silver
West Germany,Bronze
United States,Silver
Jamaica,Silver
Australia,Silver
Australia,Silver
United States,Gold
United States,Silver
United States,Bronze
United States,Silver
United States,Gold
United States,Silver
United States,Bronze
Great Britain,Bronze
Canada,Gold
USFSA,Silver
United States,Silver
Germany,Silver
Belgium,Bronze
France,Silver
Belgium,Silver
France,Bronze
France,Gold
Belgium,Silver
France,Silver
United States-1,Bronze
United States-1,Bronze
Canada,Silver
Canada,Gold
France,Silver
Unified Team,Silver
Australasia,Gold
Bulgaria,Silver
Bulgaria,Silver
United States,Silver
France,Gold
France,Bronze
France,Bronze
Belgium,Bronze
Belgium,Silver
Belgium,Silver
Great Britain,Bronze
Great Britain,Bronze
United States,Gold
United States,Gold
Great Britain,Gold
Romania,Bronze
Romania,Bronze
United States,Bronze
Czechoslovakia,Bronze
Belgium,Bronze
France,Bronze
Yugoslavia,Gold
West Germany,Gold
Switzerland,Bronze
Switzerland,Bronze
Bulgaria,Bronze
United States,Silver
United States,Bronze
Uzbekistan,Gold
Netherlands,Silver
United States,Silver
France,Bronze
France,Silver
Great Britain,Bronze
India,Gold
India,Gold
India,Bronze
Australia,Bronze
Great Britain,Silver
Australia,Gold
Australia,Gold
United States,Bronze
Australia,Silver
Cuba,Silver
France,Bronze
Cuba,Silver
Cuba,Silver
France,Gold
Norway,Silver
Norway,Bronze
East Germany,Bronze
East Germany,Gold
France,Bronze
Croatia,Bronze
United States,Gold
Unified Team,Gold
Spain,Bronze
Spain,Bronze
Netherlands,Gold
Netherlands,Bronze
Yugoslavia,Gold
Yugoslavia,Gold
Yugoslavia,Bronze
Yugoslavia,Gold
Serbia and Montenegro,Bronze
Yugoslavia,Silver
Yugoslavia,Gold
Yugoslavia,Bronze
Soviet Union,Silver
United States,Gold
United States,Gold
Czechoslovakia,Silver
Czech Republic,Bronze
Soviet Union,Gold
United States,Gold
United States,Bronze
United States,Gold
Australia,Gold
Australia,Bronze
Australia,Bronze
Australia,Silver
Russia,Gold
Russia,Bronze
Russia,Gold
Bulgaria,Bronze
Norway,Silver
Norway,Silver
Norway,Silver
Kazakhstan,Bronze
Kazakhstan,Bronze
Poland,Bronze
United States,Gold
United States,Silver
Switzerland,Gold
Switzerland,Gold
Poland,Bronze
Poland,Bronze
Russia,Silver
Soviet Union,Gold
United States,Gold
Sweden,Gold
Sweden,Silver
Sweden,Silver
Soviet Union,Bronze
Soviet Union,Bronze
Bulgaria,Silver
Bulgaria,Bronze
Bulgaria,Gold
Russia,Bronze
Soviet Union,Bronze
Soviet Union,Gold
Unified Team,Gold
Ukraine,Gold
Poland,Bronze
United States,Bronze
Soviet Union,Bronze
Croatia,Gold
Czechoslovakia,Bronze
Czechoslovakia,Silver
Czechoslovakia,Bronze
Russia,Bronze
Australia,Bronze
Great Britain,Bronze
United States,Gold
United States-1,Gold
New Zealand,Gold
New Zealand,Bronze
Great Britain,Silver
Canada,Bronze
Great Britain,Bronze
Great Britain,Gold
United States,Silver
United States,Gold
Canada,Bronze
United States,Gold
United States,Gold
Great Britain,Bronze
Japan,Bronze
Denmark,Gold
Denmark,Bronze
Denmark,Gold
Denmark,Gold
Denmark,Bronze
Switzerland-1,Silver
